id,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,backdrop_path,budget,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,tagline,genres,production_companies,production_countries,spoken_languages,keywords
402900,Ocean's Eight,6.985,7780,Released,2018-06-07,297718711,111,False,/w9QfTrYmtoA96zJlVNvjS8eucf8.jpg,70000000,https://www.warnerbros.com/movies/oceans-8,tt5164214,en,Ocean's Eight,"Debbie Ocean, a criminal mastermind, gathers a crew of female thieves to pull off the heist of the century at New York's annual Met Gala.",30.268,/MvYpKlpFukTivnlBhizGbkAe3v.jpg,Every con has its pros,"Crime, Comedy, Action","Village Roadshow Pictures, Warner Bros. Pictures, Larger Than Life Productions, Rahway Road Productions, Smoke House Pictures",United States of America,"English, German","new york city, heist, spin off, estranged sister, the met gala"
592581,Me llamo Gennet,7.0,7,Released,2019-04-05,0,90,False,/tFZO4JUsSLG3L7KPmihsn2fjIfW.jpg,0,,tt8836614,es,Me llamo Gennet,"The young Gennet Corcuera begins a new stage of her life in which for the first time she lives alone and independent, working as a teacher.",0.914,/fNTDTciyUZ77XdwI22VsGsJYpbP.jpg,,Drama,,Spain,Spanish,
871082,9/11: Life Under Attack,7.462,13,Released,2021-09-03,0,77,False,/coWunu5eyJ8FeIQHR08BIBZQvJV.jpg,0,https://www.brooklapping.com/work/9-11-life-under-attack/,tt12922454,en,9/11: Life Under Attack,"A unique and compelling account of the day that changed the modern world, captured by ordinary people who chose to pick up their cameras and film that fateful day.",1.815,/6FTwsBglXBgoO0wcHoXc2DyAJpY.jpg,,"Documentary, History, TV Movie","Brook Lapping Productions, France Télévisions, History, VPRO","France, Netherlands, United Kingdom",English,"new york city, pentagon, 9/11, world trade center, islamitisch terrorisme"
339846,Baywatch,6.092,7545,Released,2017-05-25,177856751,116,False,/t6TL7V9IsT4Ktx6YO8b1UYj3agd.jpg,69000000,http://www.thebaywatchmovie.com/,tt1469304,en,Baywatch,"Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit. Together, they uncover a local criminal plot that threatens the future of the Bay.",45.123,/6HE4xd8zloDqmjMZuhUCCw2UcY1.jpg,"Don't worry, summer is coming","Comedy, Action, Crime","Uncharted, Paramount, Flynn Picture Company, Fremantle Productions, Seven Bucks Productions, Skydance, The Montecito Picture Company",United States of America,English,"drug dealer, sea, beach, yacht, life-saver, lifeguard, rookie, vigilantism"
16445,The Woods Have Eyes,3.714,7,Released,2007-10-16,0,90,False,/fGGmmYzR1vay65PTsPnbtTWW2sr.jpg,0,,tt0835384,en,The Woods Have Eyes,"When a group of young campers wander into the backwoods of upstate New York to see if Cappy's Cabin--a place they think exists only in urban legend--is real, they find themselves in a twisted game of predator and prey as night begins to fall. All they have to do is survive until dawn, but Cappy is very, very real, and night has only just begun...",2.243,/kWy94SERjgw7N3kNpTz4hB0tW1y.jpg,,"Thriller, Horror","The Woods Have Eyes, LLC, Bowery Boys Productions",United States of America,English,"camping, forest, revenge, murder, decapitation, lost in the woods"
148847,The Last of the Fast Guns,4.9,13,Released,1958-07-01,0,82,False,/w6NJi1yraM5TartExxjYd4yZFSw.jpg,0,,tt0051846,en,The Last of the Fast Guns,"A rich, dying Easterner hires gunfighter Brad Ellison to find his brother and heir in Mexico. En route, it becomes clear to Ellison that his is a dying profession. At a remote rancho, Ellison enlists ranch foreman Miles Lang to help him search the hills where the missing man is rumored to have lived. They find nothing ...except that someone wants to kill them; and Ellison becomes wrapped in a maze of double crosses.",3.374,/dBVwIH85MsV4pOC0wODWp3xKgSD.jpg,His Name Was Written With Bullets...,Western,Universal International Pictures,United States of America,English,"double crossed, gunfighter"
291860,Kick the Cock,4.0,38,Released,2008-09-04,0,16,False,/c0eR8I28QruDSDuuDbeqkBdRP1M.jpg,0,,tt2071494,it,Kick the Cock,"Kick the Cock is an old Dutch saying, meaning Peek in the Kitchen.",14.5,/cEL0Pf5CJritkxBOFEBejW3R4wE.jpg,,Comedy,Cult Epics,Italy,Italian,erotic movie
425399,Plötzlich Türke,4.7,7,Released,2016-11-10,0,0,False,/Aq3Nw5amLgk7lQ4OtsAociAzlc4.jpg,0,,tt5814226,de,Plötzlich Türke,,1.388,/7Wkflx6CTQ7kuKCYruzhZf4d5FF.jpg,,"TV Movie, Comedy","Jumping Horse Film, ARD",Germany,,
665465,Corporate Responsibility,6.6,7,Released,2020-02-21,0,68,False,/aXEL5PsDhXdM9WXdv3jER6e1SA2.jpg,0,,tt11778080,es,Responsabilidad empresarial,"Images of Argentinian companies and factories in the first light of day, seen from the inside of a car, while the director reads out documents in voiceover that reveals the collusion of the same concerns in the military dictatorship’s terror.",0.815,/iY9jv16Z4vnSwGussfQbIY83AIc.jpg,,Documentary,Fondo Nacional de las Artes,Argentina,Spanish,"cia, usa president, central and south america, dictator, bolivia, dictatorship, pogrom, paraguay, uruguay, chile, argentina, massacre, south america, military dictatorship, xenophobia, military coup, latin american history, latin american revolution"
1734,The Mummy Returns,6.358,6475,Released,2001-05-04,443280904,130,False,/fRnhnR2JfkGBT19z7EXEmIUcDSo.jpg,98000000,,tt0209163,en,The Mummy Returns,"Rick and Evelyn O’Connell, along with their 8-year-old son Alex, discover the key to the legendary Scorpion King’s might: the fabled Bracelet of Anubis. Unfortunately, a newly resurrected Imhotep has designs on the bracelet as well, and isn’t above kidnapping its new bearer, Alex, to gain control of Anubis’s otherworldly army.",45.092,/kdJsW7hcy1lrj7tdMPycTAQPAiR.jpg,The most powerful force on earth is about to be unleashed by the two people who should know better.,"Adventure, Action, Fantasy","Universal Pictures, Alphaville Films",United States of America,"English, Arabic","egypt, pyramid, son, mummy, nile, sequel, tomb, ancient egypt, 1930s, egyptian tomb, good versus evil"
52472,Bandwagon,6.286,7,Released,1997-09-12,0,103,False,,0,,tt0112454,en,Bandwagon,"Tony gets fired from his job. He's not really sad about this because he prefers writing songs and playing the guitar. He meets the drummer Charlie and they decide to start a band, although Tony is afraid of playing in front of other people. He can't even play in front of Charlie. They find another guitarist, Wynn, who enjoys fishing if he's not playing the guitar. The final member of the band is Eric, the bass-player who is often unpredictable in his actions. They name the band Circus Monkey and want to get famous and rich. However, after some successful gigs, they begin to realize what all the big music and show business is about",0.988,/fZnp9WxdEoBP4B3culcamhg7VT6.jpg,"Finally, a movie about a band.","Comedy, Drama","Pamlico Pictures, Lakeshore Entertainment",United States of America,English,"guitar, guitar player, monkey"
42794,The Horror of Party Beach,4.743,37,Released,1964-06-01,0,78,False,/bQXgxCNZ6zdTiuytQa70nNoNJ0V.jpg,0,,tt0058208,en,The Horror of Party Beach,"Radioactive waste dumped off the coastline creates mutant monsters. The beasts attack slumber parties, beaches, tourists, and terrorize a waterfront community as a scientist, his daughter, her boyfriend and the local police try to find a way to stop them.",2.974,/q7ro6YyinHyhMIEROwqS0Br98mz.jpg,WEIRD! Ghoulish atomic beasts who live off human blood!,"Horror, Music, Science Fiction",Iselin-Tenney Productions,United States of America,English,"beach, monster, slumber party"
637263,Abducted: The Mary Stauffer Story,6.811,37,Released,2019-10-05,0,87,False,/zM5MSE1QRqgN1V2OVGuKIodPIRb.jpg,0,https://www.mylifetime.com/movies/abducted-the-mary-stauffer-story,tt10127490,en,Abducted: The Mary Stauffer Story,"High school teacher Mary Stauffer and her eight-year old daughter, Beth are held captive for 53 days by an obsessed former student. Based on a true story.",4.612,/4mAXrnroaUnA4PApJNV9YS9zrso.jpg,,"Horror, Thriller, Drama, TV Movie",Lifetime,United States of America,English,
340279,Breath,6.0,7,Released,1967-05-15,0,4,False,,0,,tt0475527,en,Breath,Breath governs life and is also the sign of changes in emotion.,0.876,/ibmo9boBIWCY3APh9WuiVNUYGqZ.jpg,,Animation,Murakami-Wolf Productions,United Kingdom,,
949270,40 Years Young,5.784,37,Released,2022-03-10,0,81,False,/5Sf7DsYQpD0dkEAVN5D8ebII3ni.jpg,0,https://www.netflix.com/title/81423174,tt16969906,es,Cuarentones,"After turning 40, César is invited to a culinary contest in Cancún, but a bitter discovery threatens to destroy his family as well as his chances to win the competition.",6.531,/xARmbhKwPFc1oMkcis0pAHFBMdX.jpg,,Comedy,,Mexico,Spanish,
28889,Neutron and the Black Mask,5.0,7,Released,1962-04-06,0,86,False,/hgFygQ7v2FZJdR4Y7h4TMwQjDO7.jpg,0,,tt0055226,en,Neutrón el enmascarado negro,"Dr. Charon and his group of mad scientists built a neutron bomb with trying to blackmail the free world for global power. But the hero appears, Neutron, who, with the help of Dr. Thomas and reporter Nora spoil those plans.",0.661,/xyvyWIY9CHwY6RE3HNl5pCOA81l.jpg,,,Producciones Corsa S.A.,Mexico,Spanish,lucha libre
81694,Suing The Devil,4.054,37,Released,2011-08-26,0,104,False,/sjGYwWuyXcmEkjddUTeGWpTgFxk.jpg,0,,tt1615075,en,Suing The Devil,"Luke O'Brien, a washed-up salesman turned night law student, decides to sue Satan for $8 trillion dollars. On the last day before Luke files a default judgment, Satan appears to defend himself. On Satan's legal team are 10 of the country's best trial lawyers. The entire world watches on Legal TV to see who will win the Trial of the Century",3.601,/3TKChf9CY05c7aZJukSNXgGYhC4.jpg,Let the spiritual battle begin....,"Comedy, Drama, Thriller",Mouthwatering Productions,United States of America,English,
668156,Leyla Everlasting,3.7,37,Released,2020-12-04,0,112,False,/kbPOZ7dxvoCJuuJE8rATyILnLVc.jpg,0,https://www.netflix.com/title/81316256,tt11792734,tr,9 Kere Leyla,"A resilient housewife, her husband and their marriage therapist become mired in a toxic love triangle and a plot to obtain an antique manuscript.",3.779,/8RnMjhdXAMdZjo56dGMKxYY6AHq.jpg,,Comedy,"BKM, Contact Film Works",Turkey,Turkish,
488971,You Can't Fight Christmas,5.5,37,Released,2017-11-01,0,87,False,/ahK0FqZ4rQItacXuS1faxRo1WHW.jpg,0,,tt7281472,en,You Can't Fight Christmas,"Christmas designer Leslie Major (Brely Evans) is the biggest fan of Christmas ever. She is like a tidal wave of Yuletide cheer. Her biggest job every year is decorating the lobby of the famed Chesterton Hotel. As she is on a ladder decorating the tree, she falls into the arms of Edmund James (Andra Fuller) - the grandson of the owner JJ James. Edmund is all business and thinks Christmas is superficial and frivolous.",1.816,/qeceU9AsdHu9H6ZZax4MfeDj7A7.jpg,,Comedy,TV One,United States of America,English,christmas
63439,Shaolin Rescuers,7.5,12,Released,1979-03-24,0,110,False,/xTtmuL0JmgyNDCYilDdLzDakzHX.jpg,0,,tt0077770,zh,街市英雄,Two friends who long to be heroes join the fight against a Ching warlord and his students. They get help from a Kung Fu student and a rebel. They also save Hung Si Quan's life.,2.582,/QmEa8N0eIJg3KtWzwZABef9fHb.jpg,Five Kung Fu masters on a life or death rescue!,Action,Shaw Brothers,Hong Kong,Mandarin,
661374,Glass Onion: A Knives Out Mystery,7.059,4530,Released,2022-11-12,13280000,140,False,/dKqa850uvbNSCaQCV4Im1XlzEtQ.jpg,40000000,https://glassonionmovie.com,tt11564570,en,Glass Onion: A Knives Out Mystery,World-famous detective Benoit Blanc heads to Greece to peel back the layers of a mystery surrounding a tech billionaire and his eclectic crew of friends.,48.932,/vDGr1YdrlfbU9wxTOdpf3zChmv9.jpg,"When the game ends, the mystery begins.","Comedy, Crime, Mystery",T-Street Productions,United States of America,English,"detective, greece, investigation, mona lisa (la gioconda), satire, sequel, murder, billionaire, whodunit, puzzle box, clue, identical twin, murder mystery, arrested development, covid-19"
61114,Sunburn,6.333,12,Released,1999-12-12,0,86,False,/1mhAaeO4FfjmpDoncnEf9pQxj4h.jpg,0,,tt0168199,en,Sunburn,"Davin McDerby is a handsome, irresponsible slacker who arrives in Montauk Long Island for a summer of fun. He has no intention of working too hard and every intention of enjoying himself as much as possible while simultaneously escaping the pressing problems that await him back home in Ireland. Over a summer of car-jacking, pool-hopping, and tequila-drinking Davin and his new found friends discover that they have affected one another causing them to re-evaluate their lives.",3.976,/pDuYolMrty0SoPpVCwwur3igTMB.jpg,Get too close to the action and you might just get burnt.,"Comedy, Drama",,"Ireland, United States of America",English,"beach, pregnancy, coming of age, america, partying"
578514,Samurai Marathon,6.2,37,Released,2019-02-22,0,105,False,/veDYoJ0izmvaj24LNhWvG418xrH.jpg,0,,tt9311062,ja,サムライマラソン,"When feudal lord Itakura Katsuakira decides to prepare his samurai troops for the onslaught of modernization by having them compete in a marathon, his independent-minded daughter Yuki secretly joins the race.",7.879,/367lOZxoYK12jkZqLIn8i3dcXv5.jpg,,"Action, Drama","Sedic International, Sedic Deux, Recorded Picture Company","Japan, United Kingdom",Japanese,"samurai, based on novel or book, marathon, jidaigeki, edo period, 19th century"
134374,Pain & Gain,6.243,4127,Released,2013-04-18,87305549,130,False,/73Ridh5DhGBmKAiwq8gy3IbtthT.jpg,25000000,http://www.painandgainmovie.com/,tt1980209,en,Pain & Gain,"Daniel Lugo, manager of the Sun Gym in 1990s Miami, decides that there is only one way to achieve his version of the American dream: extortion. To achieve his goal, he recruits musclemen Paul and Adrian as accomplices. After several failed attempts, they abduct rich businessman Victor Kershaw and convince him to sign over all his assets to them. But when Kershaw makes it out alive, authorities are reluctant to believe his story.",72.596,/9WqA0Ry9wmTzFvom8mNbcyKZQgP.jpg,Their American dream is bigger than yours.,"Action, Crime, Comedy","Paramount, De Line Pictures",United States of America,English,"miami, florida, scam, weight lifting, weightlifting, duringcreditsstinger"
33,Unforgiven,7.914,3960,Released,1992-08-07,159157447,130,False,/rvRGFevvZK48onX0PYI1eQLbuJd.jpg,14400000,,tt0105695,en,Unforgiven,"William Munny is a retired, once-ruthless killer turned gentle widower and hog farmer. To help support his two motherless children, he accepts one last bounty-hunter mission to find the men who brutalized a prostitute. Joined by his former partner and a cocky greenhorn, he takes on a corrupt sheriff.",31.894,/54roTwbX9fltg85zjsmrooXAs12.jpg,Some legends will never be forgotten. Some wrongs can never be forgiven.,Western,"Warner Bros. Pictures, Malpaso Productions",United States of America,English,"prostitute, sheriff, right and justice, regret, wyoming, usa, kansas, usa, revenge, mutilation, one last job, reputation, 19th century, englishman, pig farmer"
1577,Resident Evil: Apocalypse,6.341,3954,Released,2004-09-10,129394835,94,False,/4ITBvAeS4VmRincBEAtgbu241rh.jpg,45000000,,tt0318627,en,Resident Evil: Apocalypse,"As the city is locked down under quarantine, Alice finds out that the people that died from the previous incident at the Umbrella Corporation have turned into zombies. She then joins a small band of elite soldiers, who are enlisted to rescue the missing daughter of the creator of the mutating T-virus.  Once lack of luck and resources happen, they begin to wage an exhilarating battle to survive and escape before the Umbrella Corporation erases its experiment from the face of the earth.",23.717,/way9dOm4dM2sm9UMcu2PEXMTX0q.jpg,The evil continues...,"Horror, Action, Science Fiction","Davis Films/Impact Pictures, Screen Gems, Constantin Film","Canada, United Kingdom, United States of America",English,"rescue, martial arts, dystopia, mutant, conspiracy, evil corporation, zombie, based on video game"
61463,Aspettando il sole,7.0,7,Released,2008-01-01,0,0,False,/9kbGNG7sdHojntv7navLoALULuK.jpg,0,,tt1103145,it,Aspettando il sole,,1.668,/d6XQLkWe7F8XnwW0YGnkLRGIGWD.jpg,,Comedy,,,Italian,
